Art Image,Pose Probabilities
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 75.jpeg,"[-0.6226747  -0.89823663 -0.24176201 -0.9647236   0.09692805 -0.22341669
 -0.11881147 -0.5730213  -0.1360322  -0.6274308   0.06750417 -0.641969
 -0.34811032 -0.86184484  0.31200764  0.25388104 -0.47600645  0.66015035
  0.5879397  -1.0016395   0.01961505  1.1623528   1.7636476   1.7624131
  0.10294054  0.4139279  -0.8902005  -1.0915626   0.47827357  0.47438106
 -0.00860991 -1.2186998  -0.02267175  0.5369997  -0.8439014  -1.2695007
  0.7284998   1.9703285   0.65729934  1.0317343 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 750.jpeg,"[ 0.97987676 -0.9868983   0.6287788   0.10363914  0.7564242  -1.7007715
  0.03446005 -0.5638669  -0.72934544 -0.5674607   0.3763743  -1.4910989
 -1.0555941  -0.6980888   0.00551484  0.9324986  -0.8024148  -0.06397927
  0.5477615   0.173341   -0.5657144   0.3061424  -0.24252306  0.10444867
 -1.0430064   0.16918293 -0.28597745  0.25661486 -1.3193775   1.1523976
  0.9192433  -0.31628054  0.6333807   0.33779377 -1.1204067  -0.8644112
  0.6024676   1.1013023   2.6771395   1.6184314 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 752.jpeg,"[ 3.5903674e-01 -3.6417508e-01  1.2361341e+00  1.0135334e+00
 -3.2503083e-01 -6.5988147e-01  1.2914394e-01  7.5279558e-01
  1.3100854e-01 -1.7894166e+00 -4.3639198e-01 -1.8495035e+00
 -1.9150562e+00 -1.5647298e+00 -1.5693878e+00 -1.4613777e-01
  1.1488187e+00  5.1514518e-01  1.4361258e-01 -5.1723301e-01
 -1.0383799e+00  4.3719441e-01 -1.3695271e-01  2.0611062e+00
 -1.0451821e+00 -1.1283665e+00 -1.6245213e+00 -1.0599953e+00
 -1.3332987e+00  5.1764119e-03 -4.3676779e-01 -2.7205110e-01
  4.5148943e-02  5.1272792e-01 -1.9541906e+00  6.4377356e-01
  1.4228723e+00  1.4933178e+00  6.1052289e+00  3.0108666e+00]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 753.jpeg,"[ 0.38310844  0.56871486  1.3120991   0.48438936 -0.28284666  0.231841
 -0.361523   -0.18521892  0.26254734 -0.96519697 -0.06930023 -0.5180368
 -0.8143021  -0.9513214  -0.32837304 -0.69544965 -0.22994517 -0.14875677
  0.6765788  -0.89531714  0.63081044  1.6395723   0.8478841   0.37063053
 -1.8116584  -1.0179592  -1.2048527  -1.4138474  -0.17833836  0.0930834
  0.8269565   0.0135122  -0.13093089  0.5225737  -1.2317848  -0.03061258
  0.5133072   0.90794     2.289269    0.890754  ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 754.jpeg,"[ 6.8869126e-01 -7.5738716e-01  1.4711820e+00  1.1311765e-03
  1.2232666e-01  1.8284133e-01 -1.6203777e+00  6.7182416e-01
  1.1956024e+00 -5.4946649e-01 -1.6375625e+00 -1.5705787e+00
 -1.5045533e+00 -1.5350131e+00 -5.9867239e-01 -2.3241457e-01
 -9.6485674e-02 -7.1280748e-02  4.5234326e-01 -1.2010432e+00
 -1.0868387e+00  1.9285712e+00  7.3233485e-02  2.8858225e+00
 -1.6738327e+00 -2.2124677e+00 -1.2618806e+00 -4.5937058e-01
 -2.1286869e+00 -1.4361333e-02  1.9772981e-01  1.3758432e+00
  4.7405135e-02  8.1468391e-01 -4.6391493e-01 -1.1902628e+00
  1.0054995e+00  2.3862903e+00  3.1661627e+00  3.1992581e+00]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 755.jpeg,"[ 2.4996738   0.253741    1.8958726   0.7134365  -0.8074294  -0.8307264
 -1.7063068   0.8787336   0.57524186 -1.1136073  -1.2745212  -0.44316894
 -0.524431   -1.45405    -1.8922459   0.02762128  1.4996631   0.35536462
  0.8158554  -1.3261139  -0.4327685   1.8653775  -0.4249611   0.4658966
 -2.0214677  -2.2046502  -1.8079574  -0.8250828  -1.818688   -0.39360106
  0.58760786 -1.0255232  -0.74036145  1.1436367  -2.548223   -0.04735658
  2.356794    3.6639864   4.4929156   1.57182   ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 76.jpeg,"[ 0.4535648  -0.51066005 -0.47613618 -0.4129309  -0.10549139 -0.02921595
  0.44786167 -0.51348317 -0.08614028 -1.0989     -0.27064592  2.3618164
 -0.5875571  -1.3833977   0.28943774 -0.66797334 -0.39042583 -0.02696695
  0.32827353 -0.864026    0.3053072   0.08958991  2.3938649   0.98227274
  2.9018128  -0.24221127 -1.0048546  -0.8554646  -1.1612569  -0.30326748
 -0.0984491  -0.08257471 -0.8670928   0.70707357 -1.233048   -1.043561
 -0.02631575  0.27700293  1.3648373   1.4393271 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 756.jpeg,"[ 0.8264775   0.01446533  1.1278449  -0.27787313 -1.0960606  -0.03800356
 -1.2728237   0.3575163   0.4072484  -0.81387246 -0.4144816  -1.1077678
 -0.9171221  -2.1461508  -1.4281496  -0.3824858   0.806706    0.88124293
  0.15003227 -0.23702706 -0.74214655  1.1517482  -0.3221974   0.8869629
 -1.9916844  -0.9960912  -1.315681   -1.1299671  -0.9301585   1.0456469
 -0.14341523  0.89286864 -0.1992771   2.4352453  -1.8534425  -0.7500806
  1.7924604   1.801535    2.8505108   3.0774405 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 759.jpeg,"[-0.21744376 -1.4059435   0.20116164  1.0514739  -0.53658855  0.26238874
 -0.28828716  1.1516858  -0.5097548  -1.331029   -0.4045822  -1.3181237
 -1.655356   -1.3496802  -1.4203037   0.5644296   0.91644484 -0.09917667
  0.462781   -0.26806757 -0.72914225 -0.02798109  0.5596268   4.7043896
 -1.4607677  -1.0539451  -1.1276644  -0.87784785 -1.6068872   0.10596927
 -0.73543257  0.9943378   0.42096937  1.4011866  -1.7987106   0.5260833
  0.8279785   0.9086256   2.1244743   3.038706  ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 760.jpeg,"[-0.06491907 -1.2694868   0.7335701   1.2428045  -0.53686345 -0.6893298
  0.08927906  0.8343337  -0.4914676  -1.2116927  -0.03303037 -0.63411766
 -1.1220534  -0.8701624  -1.444714   -0.8417514   0.66468763  1.1089408
  0.19586824 -0.4788669   0.2380767   0.6842478  -0.3517368   2.3869827
 -1.1730287  -1.2479767  -1.2778913  -1.34789    -1.6317556   0.54926616
  0.12005998  1.0481092  -0.09613581  2.1478493  -1.6472594  -0.18727335
  0.07247134 -0.44414037  3.5219853   3.4550073 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 761.jpeg,"[ 0.6820208  -0.20116673 -0.63073856 -0.25082397  0.28165603 -1.9657632
 -0.7880133  -2.2290454  -0.89849937 -1.0730584   3.6056597  -1.7351962
 -0.30416188 -1.8182547   1.4253469   1.5040065  -0.58657384  2.0802827
 -0.6160584  -0.6520167  -0.5270511   0.3092305   0.5595529  -0.10479798
 -0.2657198  -0.38809252  2.5807214   3.2313035  -0.41236722 -0.59071004
  1.3182864  -1.4470049  -0.6809905  -1.0796491  -0.4895745  -1.1380818
 -0.30475572  2.7993374   0.81058645 -0.00982475]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 762.jpeg,"[-4.3032300e-01  6.6844010e-01 -4.8989534e-01  3.0093938e-01
 -8.9715946e-01 -4.0182531e-01  1.0531256e+00 -5.7972479e-01
 -4.6846712e-01 -8.4649217e-01 -7.4380773e-01 -9.0929016e-02
 -1.7146472e+00  1.4685479e-01 -7.6751328e-01  4.6350589e-01
  1.5710250e-01  2.0265191e+00  7.5022830e-03 -1.1211321e+00
 -6.9383758e-01 -6.8206221e-01  1.8028975e+00  7.7179456e-01
 -4.6173254e-01 -1.0585865e+00 -1.8455639e+00 -1.1849438e-01
 -3.7989300e-04 -5.6414533e-01  7.1013755e-01 -7.0811599e-02
 -1.1641669e+00  1.4305457e+00 -1.1464959e+00 -5.9539390e-01
  4.8919746e-01  1.6446463e+00  3.0142195e+00  2.2661560e+00]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 763.jpeg,"[ 2.8429460e-02  2.0654004e-02  1.4219328e+00 -7.4151856e-01
 -3.5702589e-01  2.3359336e-02  2.8577372e-01  8.2415473e-01
 -1.6705203e-01 -5.0833559e-01 -2.5197521e-01 -1.4559572e+00
 -9.9463725e-01 -6.8833679e-01  1.8487890e-01  9.9224083e-02
 -3.1544456e-01  1.6631410e-03 -5.0071722e-01 -3.1948105e-01
  1.0502055e-02  1.1328431e+00  9.5294136e-01  1.1539547e+00
 -8.1178874e-01 -1.2622036e+00 -1.0156453e+00 -1.0869076e+00
 -9.1900611e-01 -2.7389961e-01 -3.2104677e-01 -1.4610160e-02
 -6.8332173e-02  7.1440750e-01 -1.2216443e+00  7.2366977e-01
  9.6860790e-01  1.8551912e+00  1.5458171e+00  1.3475560e+00]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 764.jpeg,"[ 0.97207993 -0.12585549  0.27090818  0.20750338  0.20923653 -0.33303633
  0.43420202 -0.42297217 -0.09351151 -0.7442903  -0.7072041  -1.1839643
 -1.6371224  -0.8302311  -0.5024481   0.45463634  0.16234355  0.08237378
  0.5592374  -0.29362532 -0.2439314   1.4906526  -0.26435143  2.231005
 -0.8379015  -0.43432412 -0.84098494 -1.0208344  -0.41521105  0.35087687
 -0.17796133  0.02558848 -1.0050498   0.84751135 -1.7739539  -0.6867146
  0.07697169  0.7265847   3.1333313   2.340435  ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 765.jpeg,"[-0.520041   -0.9848135  -0.6413428  -0.25946453 -0.9713     -0.9351337
 -0.7935736  -0.83609915  0.01227508 -0.6455758   1.7658813  -1.6748223
 -0.16954975 -1.5839303   2.036414   -0.6135289  -1.0042603   0.9014561
  0.3285112  -0.30358317  0.5767906   0.23976839  1.1600529   0.45059693
 -0.39710128 -0.33113313  1.0273398   1.0753742  -1.2957047  -0.43009645
  1.8005626  -0.11348291 -1.110097   -0.11669639  0.33899185 -0.57107264
  1.8159846   2.1129234   0.5107238   0.14875539]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 766.jpeg,"[ 0.49214    -0.395617    0.49464643 -0.5710765  -0.15161599  0.0549356
  0.17788145  0.4925932  -0.7740972  -0.01722506 -0.26960325 -0.73815644
 -1.0896474  -0.32469025 -0.4625675  -0.3676937  -0.10989176  0.19875538
 -0.31822383 -0.09499843  0.42568514  0.36128578  0.72172415  0.82520103
 -0.76629347 -0.8360959  -0.4680535  -1.5424471  -0.51836354  0.31727147
  0.01333841 -0.09402497  0.51971555  0.56540346 -1.8181577  -0.19995648
 -0.10415637  1.2080839   2.6758158   2.488175  ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 768.jpeg,"[ 1.0552074e+00 -4.7567248e-01  1.6291007e+00  5.0781731e-02
 -5.9506018e-04 -1.9717421e-01 -1.3626413e-02  7.9498805e-02
  5.8623683e-01 -1.0252560e+00 -8.9409381e-01 -1.2355729e+00
 -9.2809832e-01 -1.2223554e+00 -2.1149637e-01 -3.5673106e-01
 -5.2363402e-01  3.1208137e-01  2.4518326e-01 -2.3781650e-01
  6.9818705e-02  6.1758953e-01  8.3473158e-01  8.4794737e-02
 -1.0898318e+00 -5.9183413e-01 -6.7899317e-01 -7.1160191e-01
 -4.7557253e-01  2.3682156e-01  2.5854471e-01 -4.8607070e-02
 -3.6672926e-01  1.8925172e+00 -1.1058998e+00 -5.8265126e-01
  1.0323610e+00  1.6841984e+00  1.7536385e+00  5.5073428e-01]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 769.jpeg,"[-0.24119848 -0.5261222   1.4594276   0.6211939  -0.6464752   0.17184249
  0.0829118   0.697566    0.19893037 -0.5785367  -0.04274078 -0.7095676
 -1.7308526  -1.1470492  -0.88555384 -0.85224485  0.12975872  0.21878937
  0.15138085  0.07038112 -0.08285561  0.78612006  0.46092668  0.87082374
 -1.1294231  -0.80114925 -0.6974247  -1.1569755  -0.9150127   0.42831203
 -0.06676066 -0.04102798  0.49948925  0.55355465 -1.4574198   0.11928528
  0.29511362  0.42401996  3.1118472   2.3567142 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 77.jpeg,"[ 0.9542632  -0.02454076  0.99940723 -0.771199   -0.56934965 -0.4135071
 -0.72797847 -0.14542703 -0.23324288 -1.172326   -0.5048246  -0.2855118
 -0.7851275  -1.5872589  -1.8097284  -1.4703034   2.0426311   1.30138
  0.73348755 -1.1766483   0.31379312  1.1160427  -0.7751612   1.3430376
 -1.38043    -2.0188766  -2.021957   -1.1511279  -1.19671     0.85030496
  1.360659    0.94970393 -1.0952394   1.3912662  -2.592808   -0.12201633
  0.35477814  0.64262277  6.91744     2.7604814 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 770.jpeg,"[ 0.39048705  0.29699767  1.8593783   0.57001454 -0.5115273  -0.66523474
 -1.8598574   1.1571654   0.84382373 -2.0544536  -0.8067655  -1.6709943
 -1.7832711  -2.0818136  -2.3720841  -0.4551686   1.4124763   0.6715565
  1.0052176  -0.8496703  -0.5776693   0.5758951   0.11919285  1.2544175
 -1.6988199  -1.9443341  -1.8513887  -1.7960342  -1.8389214   0.13970487
  0.06036176  0.02610353 -1.3184692   2.673098   -2.1011875   0.02281792
  3.4141917   2.4740465   6.2300797   3.0406308 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 771.jpeg,"[ 0.34131002 -1.6616299   0.74528056  0.59228     0.33584616  0.02086291
  0.2192108   0.7681453  -0.777322   -1.3520765   0.61567646 -1.0336168
 -0.8979374  -0.61224574 -0.6059285   1.3985776  -0.48994076  0.77414286
  0.6877532  -0.13323133 -0.5584837   0.21170992  2.1141717   0.962808
 -0.7420106  -0.4048221  -0.2670981   0.0445472  -1.310461   -0.79115087
  0.93408453 -0.26875925 -2.1476817  -0.18079431 -2.048863    0.5411515
  2.0341659   0.8281555   1.6388732   0.4753012 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 772.jpeg,"[ 0.80078286  0.541081    1.2225736   2.036555    2.6913555  -0.17530811
  0.1164337   1.6434934   0.09516714 -0.7192727  -0.6897244  -1.6564479
 -0.77958477 -0.3432672  -0.9114526   0.73421913 -0.4093226  -0.40372494
 -0.49206975 -0.8998913   0.09089702  0.793184    0.32968396  0.06631183
 -1.8578985  -1.0371288  -0.9721956  -1.0380188  -1.2491639  -0.326452
 -0.5082211  -0.5197879  -1.2632452   0.3997066  -2.148104    0.5163562
  0.7346102   1.1275506   3.0254862   1.4348291 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 773.jpeg,"[ 0.38334894 -0.4353943  -0.32519996 -0.17022005 -0.3035762  -0.5384162
  2.5491633  -0.48191786 -0.614049   -0.06891786  0.3703736  -1.127488
 -0.9154271  -0.17105338  0.9193787   1.0518098  -0.7416456  -0.23066676
 -0.03854406 -0.6028349  -0.13291754  0.05581723  0.9918105   0.79983926
  0.13753292 -0.04091416 -0.16177921 -0.27072465 -0.5629602  -0.23801066
 -0.5172724  -0.5402768   0.3189943  -0.43532622 -0.65571856 -0.07481887
 -0.7815644   1.3247733   1.4652786   0.80951285]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 775.jpeg,"[ 0.6612396   0.3096584   0.40969104 -0.06151192 -0.244193   -0.44226006
 -0.22386135 -0.71406627  0.4005303  -1.0002702  -0.5025697   0.06930958
 -0.8500321  -0.41482836 -1.5854753   0.48154688  0.6475645   1.5649457
  0.9542954  -0.86486787 -0.84430504  1.3719271  -0.44834897 -0.3498188
 -0.7802583  -0.28440782 -0.5477045  -0.6873161  -1.1483908   1.3609737
  0.82956964 -0.01150706 -0.39158395  0.8827698  -2.4403977  -0.3573154
  0.7338208   1.5026816   2.489331    0.5254377 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 776.jpeg,"[ 0.13664174 -0.5366352  -0.4362252  -1.1374532   0.14127627 -0.39230186
  1.3577774  -1.622274   -0.5027433   1.156826    1.0108818  -0.15971638
  1.4813719  -0.7607228   1.0545604  -0.37017372 -0.5072866   1.5614982
  0.30751452 -0.8950921  -1.0282104   0.64486396  1.194977   -0.68788517
 -0.7841278   1.8841568  -0.46441066 -0.41057292  0.5396022   0.11747265
  1.8382853  -1.6635414  -0.9489242  -0.38285348 -1.54023    -1.366252
 -0.11979832  1.0252649   0.9786189   0.28584373]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 777.jpeg,"[-0.5781188  -0.85497016 -1.2166129   0.5244959  -0.25095674 -1.841133
  3.3713102   0.0945759  -2.0211384  -0.4716199   3.9236064  -1.1141862
 -0.16741607 -0.19304574 -0.8257434   1.4046992  -0.71107626  2.481142
 -1.5261394  -0.17003258 -0.43538177  0.2568023  -0.48721173 -1.470815
 -0.586315    0.78118706  2.0507507   0.9613153   1.614366   -0.9983049
  0.74433994 -1.2752126  -0.5033439  -0.53831005 -0.8905313  -0.54054296
 -1.5214047   0.5390511   1.056017    1.3859053 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 779.jpeg,"[ 0.52805895 -0.7462188  -0.20626134 -1.0899469   0.8171778  -1.9722717
  0.22312179 -0.7569889  -1.7382604  -1.7057234   2.571458   -0.5468716
  0.3721813  -0.72114223 -0.6857479   1.8034997  -0.5067664   2.0135884
 -0.43604466 -0.37416694 -0.25668725  0.59128886  0.113739   -0.7618554
 -0.1783852  -0.37057748  4.7338977   0.09802082  0.25143754 -0.6586777
  0.87564987 -1.7710093   0.13138478  0.31717673 -2.0274699  -0.34615308
 -0.15697336  1.8709525   0.3013703   0.40019736]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 78.jpeg,"[ 2.1261537   0.5675581   0.80242693 -0.15533628 -0.29291973 -1.2302903
 -0.8823556   0.55083907  0.309375   -0.92683613  0.28190425 -1.3900197
 -1.457658   -0.46977422 -0.62990385 -1.1454681   0.4786491   0.13981879
  0.26833603 -0.7196591   0.7259665   0.21706972 -0.34791937  1.1017776
 -1.6523669  -1.6988766  -0.89812106 -1.3265754  -1.5230489   2.0512898
  0.49209255  0.19172408 -0.6395336   0.06955267 -1.4333569  -0.71559435
  0.9729564   1.2826648   5.521024    1.3844321 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 780.jpeg,"[ 0.89182836 -0.50957257 -0.2206237   0.0171061  -0.39681146 -0.3611274
  2.5400903  -0.09499068 -0.4438486  -0.43077317  0.5710218  -1.3731164
 -1.5282953  -0.77635866  0.08374444  1.9281309  -0.35894108  0.06265077
 -0.21164854 -0.46839395 -0.8541523  -0.5018374  -0.13453762  1.7785088
 -0.5660827   0.13809548 -0.6587137  -0.18927164 -0.3443644  -0.18167312
 -0.46426588  0.09018229  0.76186866 -1.0015574  -0.9040133  -0.16269448
 -0.15869197  1.2649322   1.0431653   2.1250288 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 784.jpeg,"[ 1.4090208   1.2122483   1.5643258  -0.194066   -0.78047955  0.07079761
 -0.7063047   1.1120722  -0.6044962  -0.72054374  0.09998079 -0.2663309
 -0.68961227 -0.37591705 -0.9824348   0.27436164  0.3553806   0.11028316
 -0.0933351  -1.1702361  -0.6279281   1.4744923  -0.19637123  0.38688523
 -0.9714104  -1.1022935  -0.95949334 -0.42120925 -2.1227899   0.3028736
  0.26483485 -0.94746107 -0.564046    0.52557755 -1.6284357   1.4804907
  1.0824575   2.5147047   2.01442    -0.13001727]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 785.jpeg,"[ 1.2565899  -0.49346292  2.179935   -0.03668723 -0.8504337   0.8410871
 -0.14923863  1.2699157   0.2714916  -1.3074945  -0.6314474  -0.58467513
 -1.5471219  -1.0279517  -1.5921665  -0.819226    0.4114221   0.2461403
  0.259057   -0.19312191  0.10911033  0.47196022  0.28641602  1.3867571
 -1.7139857  -1.0904801  -0.9169085  -0.89912474 -0.81554747  1.2633122
 -0.30323428  0.541514    0.3974563   0.6902157  -2.032722   -0.11086855
  0.07417279  0.7439918   2.240722    2.1746297 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 786.jpeg,"[-0.934998   -0.47415826 -0.8158387  -0.68254215  1.1376207  -1.1700668
  0.48729768 -1.0721966  -0.6024284  -0.40468332  2.440747   -0.72032213
 -0.74316716 -1.0199729   1.2638159   0.9562015  -0.8092113   1.6341618
 -0.33312005 -0.63212717 -0.4053969  -0.17703438  0.6682791   1.5357267
 -0.05495437  0.23804419  0.9558536   2.15613    -0.09222665 -0.5738663
  0.3278312  -1.3421797  -0.87261945 -0.83685195 -0.3916377  -0.95648766
 -1.4587841   1.815261    0.81903183  1.1408702 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 787.jpeg,"[ 0.29393807 -0.16800651  1.0997611  -0.06214505 -0.35783818 -0.47913566
 -0.18953136  0.31379583  0.1158889  -0.981342   -0.30367005 -0.9916777
 -1.312669   -0.92095274 -1.0726268  -0.29165563  0.38495126  0.39545503
  0.45219857 -0.43646628 -0.2654697   0.5071302   0.22441158  1.6054983
 -0.7200064  -1.0301793  -0.5596241  -0.99387556 -0.8873927   1.1629208
  0.1983171   0.22168376 -0.03766834  0.77612644 -1.6851172  -0.57561886
  0.22590142  1.0253613   2.4271972   2.8921304 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 788.jpeg,"[ 2.1688313   0.36224124  1.4579707  -0.17868075  0.28054687 -0.8041738
  0.2700385  -0.17223445 -0.38561392 -0.6534909  -0.4840586  -1.3735564
 -1.0487291  -1.8020244  -0.32601133  1.5956413  -0.70738524  0.9701903
 -0.18335213 -0.51595324 -0.30308756  1.0037704   0.14915676 -0.74337375
 -0.67099816 -0.69187164 -0.95217454  0.17502089 -0.6506848   0.6548266
 -0.11123412 -1.4617475   0.23842613  0.12030151 -1.7302487  -0.71641004
  0.20617127  2.7176073   2.4905941   1.8057555 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 79.jpeg,"[-0.40508592 -0.22237259 -0.9797658  -0.5758871  -0.88355255 -1.4132947
  0.28442952 -2.3643026  -0.53585327 -1.3681579   1.7111965  -1.952609
 -0.7826066  -1.5298871   1.7143204   1.5939113  -1.1398094   1.3020245
  0.56012297 -0.477205   -0.6506897   1.0772011   0.4518725   0.8509976
  0.9643685  -0.04427907 -0.24650052  2.0280502  -0.02630876 -0.62780845
  1.1836041   0.16515557  0.4839102  -0.05147531  1.2250278  -1.042762
 -0.7971951   2.402948    0.06040901  0.05785832]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 790.jpeg,"[ 1.1054125  -0.24497403  1.3934412   0.22319826 -0.8128503   0.24900307
 -0.00606715  1.1710513   0.30727977 -1.0731692  -0.24233693 -0.57630605
 -1.416279   -0.45387655 -1.0778422  -0.65555304  0.39761722  0.24798614
 -0.0870171  -0.16377166  0.39289534  0.19997782  0.8853673   1.2640641
 -1.2241218  -0.8835573  -0.4143943  -1.1215502  -0.9643315   1.0483439
 -0.5318963   0.09346187  0.14468531 -0.32149237 -1.5923034  -0.32538855
  0.15471956  0.27880716  2.8760264   1.7557395 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 791.jpeg,"[ 0.6054268  -0.72243196  0.7044806   2.0081644   0.75862455 -0.42305413
 -0.6487282   0.25694546  0.3325097  -2.0090852   0.34732887 -1.4022961
 -1.3738929  -1.2163268  -0.7933907   0.07529673  0.29427892  0.28377602
  0.9861114  -0.95704275 -0.43784237 -0.2751218   0.9684494   1.6306641
 -1.7464706  -1.6454219  -1.4707983  -1.493764   -1.8519244  -0.2657527
  0.6932865  -0.06087213 -2.0338807   1.4109299  -2.5636835  -0.36130938
  3.8345964   1.1846061   5.1752114   2.2024    ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 792.jpeg,"[ 0.45907894 -0.14618711 -0.12032145 -0.4033556   0.19382544 -0.9710746
 -0.26501298 -0.35720578  0.69162846  0.11024368  0.75864863 -1.2441903
 -0.15374437 -1.3545777   0.82145244  0.2953069  -0.3207833   0.85573584
  0.0632656  -1.1353663  -0.814063    1.0045782   1.6099001   1.3562771
 -0.619238    1.5589386   0.09663707  0.1069347  -1.0483927  -0.5200247
  0.799171   -0.7973381  -1.2461324  -0.7429044  -0.7662652  -1.2282912
  0.3909777   2.1470373   0.34484753  0.5899846 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 793.jpeg,"[-0.33315668 -0.65907854  1.3761442   1.0758588   0.07933129 -0.27349225
  0.01146762  0.08930695  0.08160915 -0.9081809  -0.45977548 -0.69630414
 -1.14207    -1.3569542  -0.6555454  -0.4455493   0.897347    0.49639
  0.28482953 -0.7486027  -0.03361497  0.59100807  0.6364719   1.6467015
 -1.1983682  -1.298322   -1.055281   -1.5091114  -0.753447    0.3649236
 -0.2350585  -0.0409794  -0.5407497   0.7710837  -1.4617727   0.0967954
  0.37694213  0.32406372  3.5513802   3.0537574 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 794.jpeg,"[ 0.3193175  -1.5042709  -0.8251294  -1.3033099   0.04295123 -0.9837153
 -0.22300357 -0.35763052 -0.64076596  2.9144878   1.3884729  -1.440954
 -0.6087192  -0.7786127  -0.43974915  0.3755292  -0.8652859  -0.45357272
  0.36597303  0.04798666 -1.4819435  -0.3365996   0.513128   -0.03956924
  0.33139366  7.5582037  -0.5160596  -0.1513925  -0.14316592  0.01412707
 -0.2773529  -0.2005759  -0.7790201  -0.7159415   0.4073089  -1.0532215
  0.32565227  0.3139867   0.8674685   0.33357427]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 795.jpeg,"[ 0.19621953 -0.23324743  0.94155276 -0.34203425 -1.0238364  -0.46016523
  1.135147    0.4085228   1.2125233  -0.5405975   0.03856907 -1.1914138
 -1.2581862  -1.9324864  -0.54332936 -0.2717704   0.01709271  0.9134493
  0.05032038 -0.2035448  -0.14100929  2.4227638   0.25613603  0.5659206
 -1.1050267  -1.0994508  -1.1765838  -1.1551385  -0.55348164  0.88820446
 -0.14780165 -0.43417135  0.15813349  0.25080153 -1.4060757   0.30515373
  0.54485446  1.429618    1.7245889   1.7597734 ]"
/home/asiagray/Image-Action-Recognition/dataset_updated/training_set/drawings/i - 796.jpeg,"[ 0.29815897 -0.51613575  0.74779713  0.2491819  -0.4699647   0.44596294
 -0.5400744   1.5681213  -0.00399464 -1.4949522  -0.07938031 -0.3934995
 -1.1990014  -0.85196286 -1.0442829  -0.69155514 -0.32522747  0.4471022
  0.2048769  -0.75425774 -0.12861364  1.2381238   0.76230466  1.0525887
 -1.0885743  -0.83147395 -0.88329786 -1.3335663  -1.4268385   1.0115086
 -0.19678874 -0.21270518 -0.12718393  0.29173273 -1.8429642   0.1838099
  1.0321176   1.2501407   3.2471461   2.4056213 ]"
